No	Time	DC/AC	Value	Unit	AUTO
571	17:28:39	DC	018,4	uA	pass
572	17:28:40	DC	018,3	uA	pass
573	17:28:40	DC	018,3	uA	pass
574	17:28:41	DC	018,3	uA	pass
575	17:28:41	DC	018,2	uA	pass
576	17:28:42	DC	018,2	uA	pass
577	17:28:42	DC	018,1	uA	pass
578	17:28:43	DC	018,0	uA	pass
579	17:28:44	DC	018,0	uA	pass
580	17:28:44	DC	017,9	uA	pass
581	17:28:45	DC	017,9	uA	pass
582	17:28:46	DC	017,8	uA	pass
583	17:28:46	DC	017,8	uA	pass
584	17:28:47	DC	017,7	uA	pass
585	17:28:47	DC	017,7	uA	pass
586	17:28:48	DC	017,6	uA	pass
587	17:28:48	DC	017,5	uA	pass
588	17:28:49	DC	017,5	uA	pass
589	17:28:49	DC	017,5	uA	pass
590	17:28:50	DC	017,4	uA	pass
591	17:28:51	DC	017,3	uA	pass
592	17:28:51	DC	017,3	uA	pass
593	17:28:52	DC	017,2	uA	pass
594	17:28:52	DC	017,1	uA	pass
595	17:28:53	DC	017,1	uA	pass
596	17:28:54	DC	017,0	uA	pass
597	17:28:54	DC	016,9	uA	pass
598	17:28:55	DC	016,9	uA	pass
599	17:28:55	DC	016,8	uA	pass
600	17:28:56	DC	016,7	uA	pass
601	17:28:57	DC	016,7	uA	pass
602	17:28:57	DC	016,6	uA	pass
603	17:28:58	DC	016,6	uA	pass
604	17:28:58	DC	016,5	uA	pass
605	17:28:59	DC	016,4	uA	pass
606	17:29:00	DC	016,3	uA	pass
607	17:29:00	DC	016,2	uA	pass
608	17:29:01	DC	016,2	uA	pass
609	17:29:01	DC	016,1	uA	pass
610	17:29:02	DC	016,0	uA	pass
611	17:29:02	DC	015,9	uA	pass
612	17:29:03	DC	015,8	uA	pass
613	17:29:03	DC	015,7	uA	pass
614	17:29:04	DC	015,6	uA	pass
615	17:29:05	DC	015,5	uA	pass
616	17:29:05	DC	015,5	uA	pass
617	17:29:06	DC	015,4	uA	pass
618	17:29:06	DC	015,3	uA	pass
619	17:29:07	DC	015,2	uA	pass
620	17:29:08	DC	015,0	uA	pass
621	17:29:08	DC	014,9	uA	pass
622	17:29:09	DC	014,9	uA	pass
623	17:29:09	DC	014,7	uA	pass
624	17:29:10	DC	014,5	uA	pass
625	17:29:10	DC	014,5	uA	pass
626	17:29:11	DC	014,3	uA	pass
627	17:29:12	DC	014,2	uA	pass
628	17:29:12	DC	014,1	uA	pass
629	17:29:13	DC	013,9	uA	pass
630	17:29:13	DC	013,9	uA	pass
631	17:29:14	DC	013,7	uA	pass
632	17:29:15	DC	013,5	uA	pass
633	17:29:15	DC	013,4	uA	pass
634	17:29:16	DC	013,3	uA	pass
635	17:29:16	DC	013,1	uA	pass
636	17:29:17	DC	013,1	uA	pass
637	17:29:17	DC	012,9	uA	pass
638	17:29:18	DC	012,6	uA	pass
639	17:29:19	DC	012,4	uA	pass
640	17:29:19	DC	012,2	uA	pass
641	17:29:20	DC	012,0	uA	pass
642	17:29:20	DC	011,9	uA	pass
643	17:29:21	DC	011,8	uA	pass
644	17:29:21	DC	011,6	uA	pass
645	17:29:22	DC	011,3	uA	pass
646	17:29:23	DC	011,2	uA	pass
647	17:29:23	DC	011,0	uA	pass
648	17:29:24	DC	010,8	uA	pass
649	17:29:24	DC	010,7	uA	pass
650	17:29:25	DC	010,4	uA	pass
